,0
RoE,0.003946413747523898
CFO2A,-0.02793352854095405
EPSg,-0.004759765691027795
EBITDA/EV,-0.018833633177362443
Accruals,0.002718620090033462
CFOg,-0.01782727941543301
B/P,-0.027448721462285865
E/P,-0.03462672884489422
CFO/P,-0.013403845274205742
exFINg,0.008339458785819372
CapXg,-0.014232946199699734
P3m,-0.012391333510630563
P6m,0.03457042110743712
P9m,0.07539821951474542
P12m,0.07426601259953683
