,0
RoE,-0.03805516284427061
CFO2A,-0.04649834849302715
EPSg,0.014503317546273457
EBITDA/EV,-0.01942799935438103
Accruals,0.018140248874101452
CFOg,-0.04512499886405895
B/P,-0.03646066273142387
E/P,0.015055991596293812
CFO/P,-0.010892895480346398
exFINg,0.015772188052273897
CapXg,0.011051247444118374
P3m,0.00023120096768367655
P6m,0.010815305045411271
P9m,-0.02678112088800216
P12m,-0.01341083896042669
