,Company,Company,Profitability,Profitability,Profitability,Profitability,Earnings Quality,Earnings Quality,Value,Value,Value,Management Capability,Management Capability,Momentum,Momentum,Momentum,Momentum,Forward Returns,Forward Returns,Forward Returns,Forward Returns,Forward Returns,Forward Returns
,date,Ticker,RoE,CFO2A,EPSg,EBITDA/EV,Accruals,CFOg,B/P,E/P,CGO/P,exFINg,CapXg,P3m,P6m,P9m,P12m,Date,1m,3m,6m,9m,12m
0,2020-09,MSFT,0.11259238848547715,0.0,2.5803353612687867,0.011309126873280034,0.0461559928372331,0.0,0.07753886518564483,0.008730286031705165,,0.971503379435771,-1.0354244738913403,1.0360103970461907,1.3405977588504756,1.3443447909116593,1.530062212199469,2020-09,0.02740328535023595,,,,
1,2020-06,MSFT,0.09468826075196103,0.061972513449558744,1.9034225399837996,0.010948215838216478,-0.024794979273906344,3.8614226260348077,0.07614310863916982,0.00720985852529061,0.012018361742791606,1.0141850788323055,1.1930608625669945,1.2940002944687676,1.297617084485419,1.476879205615975,1.518383037600733,2020-06,-0.007316721050709352,-0.034758596934298724,-0.00830781133422731,,
2,2020-03,MSFT,0.0939031100165064,0.06132093648953054,2.15646491992842,0.013118909045612248,-0.02365396270437102,4.374165740335901,0.09508853546662087,0.008929109207230572,0.014536377191533105,0.9807336444111772,1.0527398082631714,1.002795045744666,1.141328338122431,1.173402389544341,1.3426030596343739,2020-03,-0.11997096161160659,-0.22720259678492438,-0.30265598648354175,-0.23362285181041598,
3,2019-12,MSFT,0.10579516660763426,0.03776600635091267,2.490972491586194,0.014171272617373411,0.0034265224863328156,3.3290953828339847,0.09150597437128952,0.009680889804204486,0.008875603322937924,0.9852323244002389,1.0330504370249562,1.138147164732841,1.1701318175868967,1.3388608822228174,1.5755799081975665,2019-12,-0.0736063455596776,-0.0027872651190095077,-0.14177126127394468,-0.23499517090591115,-0.25614307176767115
4,2019-09,MSFT,0.1006779117677563,0.0495348712157875,2.0312606386227836,0.014539423776062536,-0.011256295818321965,2.9803951467627234,0.10007122199670399,0.010074961658675715,0.01303763066113327,0.9640606477049127,0.8583645752942571,1.028102387674588,1.1763512871703987,1.3843375944862144,1.2214746375073084,2019-09,-0.030271259870150447,-0.121378991663597,-0.1447532893253507,-0.2289431457660681,-0.322896508307962
5,2019-06,MSFT,0.1288673898172579,0.05621239827468279,2.993958124523093,0.014773809241207496,-0.010193470037270204,4.065873385616332,0.09894341309161411,0.012750579384727014,0.015574909587410535,1.0050207029852667,1.4510583822009677,1.1441966299009645,1.3464977915452336,1.1880865681774158,1.3982688373999725,2019-06,-0.016951719732354875,-0.039664851722317485,-0.11801165175391548,-0.21833623670949853,-0.1585811761424344
6,2019-03,MSFT,0.09285925113847192,0.0513519775449045,2.243660129287737,0.014581054069097144,-0.017893429453701558,3.900059430750794,0.10482888930154863,0.00973433215821958,0.014940194208097252,0.9931465136018262,0.6803126299782946,1.1768062904203618,1.0383587375888794,1.2220529241735305,1.3672486334194467,2019-03,-0.0969371562801773,-0.12283480075468378,-0.14764946066949813,-0.18312710734357707,-0.2598737616744704
7,2018-12,MSFT,0.091394581451893,0.03438165178726643,-0.37213777761042055,0.016554595932219987,-0.0018542913323469565,3.196109010680814,0.11943518953670743,0.010915729158334886,0.011538003504653269,0.96667860783633,1.0242205812271121,0.8823531502520877,1.0384486674837594,1.1618298139204013,1.2021917861289382,2018-12,-0.02738679740387784,-0.14246176993452375,-0.1822601275138075,-0.26054843678823614,-0.27763331582473705
8,2018-09,MSFT,0.10264403782846906,0.0530123942721616,2.344077570890692,0.014717258761685396,-0.01876026224773794,3.476450094520778,0.09836185320432679,0.01009625778118324,0.01562608709401853,0.9792249185028796,0.9093426483240477,1.1769082109437419,1.3167401437717623,1.3624837014357265,1.579990565560928,2018-09,0.07077982610002409,0.1211777984198803,0.016495789694023655,-0.13174767789239317,-0.1566470413292569
9,2018-06,MSFT,0.1072680674097536,0.04411082952157252,2.3003353366850705,0.01728002050814403,-0.009832024972184453,3.3262117044723363,0.11115876396846984,0.01192378578655471,0.015343828030077953,1.0047364521258964,1.2865430948708574,1.118812946946722,1.157680513030982,1.3424926012657874,1.4585105815061963,2018-06,-0.07041863046137153,-0.1411035797732777,-0.11414954976947966,-0.06339722009311188,-0.1742116105231657
10,2018-03,MSFT,0.09369123790052876,0.049495513183460495,0.19121941740713577,0.016388515836560636,-0.019254817777813987,3.854937293792286,0.11895178903490708,0.01114474036516299,0.01824080551954411,0.9759629213309085,1.1831245176991074,1.0347400038499115,1.199925872264434,1.303623260247855,1.372210225493895,2018-03,-0.02405890229658192,-0.07842906815131834,-0.19098987513646537,-0.15244138859342016,-0.1125496812639113
