,Company,Company,Profitability,Profitability,Profitability,Profitability,Earnings Quality,Earnings Quality,Value,Value,Value,Management Capability,Management Capability,Momentum,Momentum,Momentum,Momentum,Forward Returns,Forward Returns,Forward Returns,Forward Returns,Forward Returns,Forward Returns
,date,Ticker,RoE,CFO2A,EPSg,EBITDA/EV,Accruals,CFOg,B/P,E/P,CGO/P,exFINg,CapXg,P3m,P6m,P9m,P12m,Date,1m,3m,6m,9m,12m
0,2020-06,AMZN,0.07111273871527778,0.07976726000139366,4.029843658331492,0.008737635257585231,-0.059470257128920616,11.751076175572381,0.05250386677487508,0.0037336937595034464,0.014673423596141235,1.0136326796915804,0.9401625015440163,1.4149827154668362,1.4929972833145726,1.589264477997131,1.4352484632241589,2020-06,-0.12824673333421277,-0.12383085070105926,,,
1,2020-03,AMZN,0.03883748008334355,0.013849338721196177,1.480421969188555,0.009049431249800607,-0.002391090138222184,0.10488624913930233,0.06616131928216873,0.0025695389199089616,0.003105746449941246,0.9730674248680674,1.302364694315461,1.0551346436920945,1.1231688278770213,1.0143222581702256,1.0747055751991563,2020-03,-0.21191593746842163,-0.293277588827099,-0.38079162621214313,,
2,2019-12,AMZN,0.052658717370286816,0.08727713453615568,2.597291477638154,0.011390007553519384,-0.07276868163091346,5.274912617278365,0.06650526512517907,0.0035020819598627975,0.021067144813017972,1.0115893309612283,0.9996446393149541,1.0644791492646508,0.961320210869904,1.0185482787661864,1.2302775687929852,2019-12,-0.08009080769306964,-0.05225366022489453,-0.33020642157384605,-0.4131475301844634,
3,2019-09,AMZN,0.03776456430947831,0.039638571765804945,1.5471346001228563,0.009647104491297295,-0.0289202858879251,3.8740813219425845,0.06458805330866671,0.0024391396927991573,0.009020473503079168,0.9909756781729561,1.2673258766283937,0.9030897519542684,0.9568513196992222,1.1557554411872408,0.8660669739966873,2019-09,-0.022936295754981018,-0.06057339039689835,-0.10966186926132349,-0.370778089485189,-0.44869517394398384
4,2019-06,AMZN,0.049471363148074855,0.047645426467590964,1.7654201763498243,0.008614089719304415,-0.033927180939739,8.531376426013736,0.05487962745323021,0.00271496997916981,0.009429478590510914,0.9924660265862298,1.0077111812806836,1.059530702932477,1.279779156707524,0.9590043205811332,1.1308329803506296,2019-06,0.01438304201060614,0.09085722623733572,0.02478030560518385,-0.028768216289073,-0.31360873200805617
5,2019-03,AMZN,0.07355918198719273,0.010364847110082983,3.3403107150435543,0.0103876119546319,0.009629313539432463,-2.05888414941752,0.05315555055631562,0.003910078817001445,0.0020269602628993724,0.9944546974883964,0.8046398091710557,1.2078735926816115,0.9051217845097688,1.0672960936580775,1.3223054832761172,2019-03,-0.07566493888120507,-0.05961038037618027,0.025830812045223306,-0.036307238213959314,-0.08666371234951731
6,2018-12,AMZN,0.06950791062940595,0.10130465791156362,2.6690559443498376,0.01075067652848007,-0.08269391569524372,4.6957447743879905,0.05798917421786054,0.004030706339008103,0.021940518119536345,1.0062222962316587,0.9841543876352339,0.7493514139176596,0.8836157194964114,1.0947382998418356,1.2632105701381822,2018-12,-0.12611638374196976,-0.1565520310525762,-0.2068302853090488,-0.13476508509677,-0.18717529738223038
7,2018-09,AMZN,0.07368690095846646,0.059765475486273,12.23982538819362,0.007352169997957101,-0.039702146908382335,5.48811850753458,0.03896196909499766,0.0028709867578499233,0.00855221445591923,0.9846880406037178,0.9645931698470062,1.1791740204729968,1.4609144381518815,1.6857385556050832,2.084943048837572,2018-09,0.2534339508259862,0.3335819217892386,0.12480696335813568,0.05775679242258103,0.153861640615798
8,2018-06,AMZN,0.07241034433490498,0.05554809843400446,14.206470389170894,0.007573813318909214,-0.03665175242356449,-0.1419317824053712,0.041175432403812204,0.0029815272384986465,0.008764560536533711,0.9840601451400598,0.9864004199866264,1.2389303129031553,1.4295926863525117,1.7681385551568107,1.7559917355371901,2018-06,-0.04368074035553571,-0.15137291621162008,0.13171373728090496,-0.0454583468605223,-0.10235893788907446
9,2018-03,AMZN,0.05177510091218256,-0.01417356483753027,3.087553769196333,0.008398685382179645,0.02706509868473117,1.8783627465320247,0.046048961624674915,0.0023841896350187664,-0.002621291366678091,0.9518729796146248,0.8895577353674945,1.1538927342915535,1.4271493212669684,1.417345041322314,1.5475782254607802,2018-03,-0.07584941141038204,-0.14852340025632038,-0.2774138962454755,-0.036372235096843064,-0.18723011887108665
10,2017-12,AMZN,0.06701793641055252,0.09411316731398979,9.658974966453929,0.010699116084355413,-0.07997106084837408,5.738523748723473,0.046984398242940525,0.0031487974137334638,0.020954678750090543,1.0036904660376966,1.0331197210349987,1.236812815311801,1.2283161157024793,1.341180318992939,1.5856215077280063,2017-12,-0.1939637333664488,-0.1919866801713711,-0.3119955658847168,-0.41614080344327264,-0.22137593060155858
11,2017-09,AMZN,0.010382026117284452,0.03276740090398813,2.2915964909018607,0.006925314671742288,-0.030546470368795924,3.335045339347719,0.05192175561146827,0.000539053022813524,0.007953137762369847,1.068701116632556,0.7522488514362012,0.9931301652892562,1.084384235341891,1.2820222171843119,1.1481410708100943,2017-09,-0.13022044178478354,-0.17796095695561875,-0.3357815038009603,-0.4344334933695815,-0.5200449447898465
12,2017-06,AMZN,0.008486258292409753,0.04384775748738338,0.4966600283520581,0.007158672815356186,-0.041603536072726446,0.625738271108836,0.04874269300544245,0.00041364308271181884,0.008081787945978634,1.0044094410958193,1.3367897141262568,1.0918853069235455,1.2908904210063077,1.1560831711074753,1.3526732064503508,2017-06,-0.02002473092208079,0.006917381373010789,-0.1722745993913759,-0.3311868511477438,-0.4305212541514174
